$CPCE, Daily
      Date,       Open,       High,        Low,      Close,        Volume 
12/19/2006,     0.6600,     0.6600,     0.6600,     0.6600,             0 
12/20/2006,     0.5600,     0.5600,     0.5600,     0.5600,             0 
12/21/2006,     0.4500,     0.4500,     0.4500,     0.4500,             0 
12/22/2006,     0.6600,     0.6600,     0.6600,     0.6600,             0 
12/26/2006,     0.6200,     0.6200,     0.6200,     0.6200,             0 
12/27/2006,     0.6100,     0.6100,     0.6100,     0.6100,             0 
12/28/2006,     0.6900,     0.6900,     0.6900,     0.6900,             0 
12/29/2006,     0.5200,     0.5200,     0.5200,     0.5200,             0 
01/03/2007,     0.5700,     0.5700,     0.5700,     0.5700,             0 
01/04/2007,     0.5200,     0.5200,     0.5200,     0.5200,             0 
01/05/2007,     0.5900,     0.5900,     0.5900,     0.5900,             0 
01/08/2007,     0.7200,     0.7200,     0.7200,     0.7200,             0 
01/09/2007,     0.6600,     0.6600,     0.6600,     0.6600,             0 
01/10/2007,     0.5900,     0.5900,     0.5900,     0.5900,             0 
01/11/2007,     0.5500,     0.5500,     0.5500,     0.5500,             0 
01/12/2007,     0.5600,     0.5600,     0.5600,     0.5600,             0 
01/16/2007,     0.5700,     0.5700,     0.5700,     0.5700,             0 
01/17/2007,     0.5400,     0.5400,     0.5400,     0.5400,             0 
01/18/2007,     0.6000,     0.6000,     0.6000,     0.6000,             0 
01/19/2007,     0.5600,     0.5600,     0.5600,     0.5600,             0 
01/22/2007,     0.6200,     0.6200,     0.6200,     0.6200,             0 
01/23/2007,     0.6500,     0.6500,     0.6500,     0.6500,             0 
01/24/2007,     0.5800,     0.5800,     0.5800,     0.5800,             0 
01/25/2007,     0.7100,     0.7100,     0.7100,     0.7100,             0 
01/26/2007,     0.6300,     0.6300,     0.6300,     0.6300,             0 
01/29/2007,     0.6100,     0.6100,     0.6100,     0.6100,             0 
01/30/2007,     0.6600,     0.6600,     0.6600,     0.6600,             0 
01/31/2007,     0.5700,     0.5700,     0.5700,     0.5700,             0 
02/01/2007,     0.5800,     0.5800,     0.5800,     0.5800,             0 
02/02/2007,     0.7000,     0.7000,     0.7000,     0.7000,             0 
02/05/2007,     0.5800,     0.5800,     0.5800,     0.5800,             0 
02/06/2007,     0.5500,     0.5500,     0.5500,     0.5500,             0 
02/07/2007,     0.6700,     0.6700,     0.6700,     0.6700,             0 
02/08/2007,     0.5700,     0.5700,     0.5700,     0.5700,             0 
02/09/2007,     0.6800,     0.6800,     0.6800,     0.6800,             0 
02/12/2007,     0.7700,     0.7700,     0.7700,     0.7700,             0 
02/13/2007,     0.7500,     0.7500,     0.7500,     0.7500,             0 
02/14/2007,     0.6700,     0.6700,     0.6700,     0.6700,             0 
02/15/2007,     0.5300,     0.5300,     0.5300,     0.5300,             0 
02/16/2007,     0.5500,     0.5500,     0.5500,     0.5500,             0 
02/20/2007,     0.6400,     0.6400,     0.6400,     0.6400,             0 
02/21/2007,     0.7100,     0.7100,     0.7100,     0.7100,             0 
02/22/2007,     0.6600,     0.6600,     0.6600,     0.6600,             0 
02/23/2007,     0.7400,     0.7400,     0.7400,     0.7400,             0 
02/26/2007,     0.7400,     0.7400,     0.7400,     0.7400,             0 
02/27/2007,     0.8800,     0.8800,     0.8800,     0.8800,             0 
02/28/2007,     0.7300,     0.7300,     0.7300,     0.7300,             0 
03/01/2007,     0.8000,     0.8000,     0.8000,     0.8000,             0 
03/02/2007,     0.8000,     0.8000,     0.8000,     0.8000,             0 
03/05/2007,     0.9300,     0.9300,     0.9300,     0.9300,             0 
03/06/2007,     0.7600,     0.7600,     0.7600,     0.7600,             0 
03/07/2007,     0.7000,     0.7000,     0.7000,     0.7000,             0 
03/08/2007,     0.7700,     0.7700,     0.7700,     0.7700,             0 
03/09/2007,     0.8200,     0.8200,     0.8200,     0.8200,             0 
03/12/2007,     0.7500,     0.7500,     0.7500,     0.7500,             0 
03/13/2007,     0.9800,     0.9800,     0.9800,     0.9800,             0 
03/14/2007,     0.8700,     0.8700,     0.8700,     0.8700,             0 
03/15/2007,     0.7800,     0.7800,     0.7800,     0.7800,             0 
03/16/2007,     0.8300,     0.8300,     0.8300,     0.8300,             0 
03/19/2007,     0.6100,     0.6100,     0.6100,     0.6100,             0 
03/20/2007,     0.7200,     0.7200,     0.7200,     0.7200,             0 
03/21/2007,     0.6600,     0.6600,     0.6600,     0.6600,             0 
03/22/2007,     0.6100,     0.6100,     0.6100,     0.6100,             0 
03/23/2007,     0.6400,     0.6400,     0.6400,     0.6400,             0 
03/26/2007,     0.6900,     0.6900,     0.6900,     0.6900,             0 
03/27/2007,     0.6100,     0.6100,     0.6100,     0.6100,             0 
03/28/2007,     0.8800,     0.8800,     0.8800,     0.8800,             0 
03/29/2007,     0.7700,     0.7700,     0.7700,     0.7700,             0 
03/30/2007,     0.6600,     0.6600,     0.6600,     0.6600,             0 
04/02/2007,     0.6200,     0.6200,     0.6200,     0.6200,             0 
04/03/2007,     0.6600,     0.6600,     0.6600,     0.6600,             0 
04/04/2007,     0.7200,     0.7200,     0.7200,     0.7200,             0 
04/05/2007,     0.5300,     0.5300,     0.5300,     0.5300,             0 
04/09/2007,     0.5900,     0.5900,     0.5900,     0.5900,             0 
04/10/2007,     0.6600,     0.6600,     0.6600,     0.6600,             0 
04/11/2007,     0.6800,     0.6800,     0.6800,     0.6800,             0 
04/12/2007,     0.6900,     0.6900,     0.6900,     0.6900,             0 
04/13/2007,     0.6500,     0.6500,     0.6500,     0.6500,             0 
04/16/2007,     0.5200,     0.5200,     0.5200,     0.5200,             0 
04/17/2007,     0.6700,     0.6700,     0.6700,     0.6700,             0 
04/18/2007,     0.5300,     0.5300,     0.5300,     0.5300,             0 
04/19/2007,     0.6200,     0.6200,     0.6200,     0.6200,             0 
04/20/2007,     0.5000,     0.5000,     0.5000,     0.5000,             0 
04/23/2007,     0.5800,     0.5800,     0.5800,     0.5800,             0 
04/24/2007,     0.7200,     0.7200,     0.7200,     0.7200,             0 
04/25/2007,     0.6000,     0.6000,     0.6000,     0.6000,             0 
04/26/2007,     0.6000,     0.6000,     0.6000,     0.6000,             0 
04/27/2007,     0.5700,     0.5700,     0.5700,     0.5700,             0 
04/30/2007,     0.6100,     0.6100,     0.6100,     0.6100,             0 
05/01/2007,     0.7400,     0.7400,     0.7400,     0.7400,             0 
05/02/2007,     0.5600,     0.5600,     0.5600,     0.5600,             0 
05/03/2007,     0.6600,     0.6600,     0.6600,     0.6600,             0 
05/04/2007,     0.5400,     0.5400,     0.5400,     0.5400,             0 
05/07/2007,     0.4500,     0.4500,     0.4500,     0.4500,             0 
05/08/2007,     0.6000,     0.6000,     0.6000,     0.6000,             0 
05/09/2007,     0.5300,     0.5300,     0.5300,     0.5300,             0 
05/10/2007,     0.7000,     0.7000,     0.7000,     0.7000,             0 
05/11/2007,     0.6300,     0.6300,     0.6300,     0.6300,             0 
05/14/2007,     0.5000,     0.5000,     0.5000,     0.5000,             0 
05/15/2007,     0.6400,     0.6400,     0.6400,     0.6400,             0 
05/16/2007,     0.7000,     0.7000,     0.7000,     0.7000,             0 
05/17/2007,     0.5000,     0.5000,     0.5000,     0.5000,             0 
05/18/2007,     0.5200,     0.5200,     0.5200,     0.5200,             0 
05/21/2007,     0.5500,     0.5500,     0.5500,     0.5500,             0 
05/22/2007,     0.6000,     0.6000,     0.6000,     0.6000,             0 
05/23/2007,     0.6800,     0.6800,     0.6800,     0.6800,             0 
05/24/2007,     0.6700,     0.6700,     0.6700,     0.6700,             0 
05/25/2007,     0.5600,     0.5600,     0.5600,     0.5600,             0 
05/29/2007,     0.5800,     0.5800,     0.5800,     0.5800,             0 
05/30/2007,     0.6700,     0.6700,     0.6700,     0.6700,             0 
05/31/2007,     0.5100,     0.5100,     0.5100,     0.5100,             0 
06/01/2007,     0.5000,     0.5000,     0.5000,     0.5000,             0 
06/04/2007,     0.5200,     0.5200,     0.5200,     0.5200,             0 
06/05/2007,     0.6500,     0.6500,     0.6500,     0.6500,             0 
06/06/2007,     0.6200,     0.6200,     0.6200,     0.6200,             0 
06/07/2007,     0.7200,     0.7200,     0.7200,     0.7200,             0 
06/08/2007,     0.6000,     0.6000,     0.6000,     0.6000,             0 
06/11/2007,     0.7100,     0.7100,     0.7100,     0.7100,             0 
06/12/2007,     0.6600,     0.6600,     0.6600,     0.6600,             0 
06/13/2007,     0.5800,     0.5800,     0.5800,     0.5800,             0 
06/14/2007,     0.5300,     0.5300,     0.5300,     0.5300,             0 
06/15/2007,     0.4700,     0.4700,     0.4700,     0.4700,             0 
06/18/2007,     0.5700,     0.5700,     0.5700,     0.5700,             0 
06/19/2007,     0.6700,     0.6700,     0.6700,     0.6700,             0 
06/20/2007,     0.6200,     0.6200,     0.6200,     0.6200,             0 
06/21/2007,     0.6100,     0.6100,     0.6100,     0.6100,             0 
06/22/2007,     0.6200,     0.6200,     0.6200,     0.6200,             0 
06/25/2007,     0.7500,     0.7500,     0.7500,     0.7500,             0 
06/26/2007,     0.7000,     0.7000,     0.7000,     0.7000,             0 
06/27/2007,     0.6500,     0.6500,     0.6500,     0.6500,             0 
06/28/2007,     0.5700,     0.5700,     0.5700,     0.5700,             0 
06/29/2007,     0.6500,     0.6500,     0.6500,     0.6500,             0 
07/02/2007,     0.5300,     0.5300,     0.5300,     0.5300,             0 
07/03/2007,     0.5700,     0.5700,     0.5700,     0.5700,             0 
07/05/2007,     0.5600,     0.5600,     0.5600,     0.5600,             0 
07/06/2007,     0.5300,     0.5300,     0.5300,     0.5300,             0 
07/09/2007,     0.5200,     0.5200,     0.5200,     0.5200,             0 
07/10/2007,     0.5900,     0.5900,     0.5900,     0.5900,             0 
07/11/2007,     0.5700,     0.5700,     0.5700,     0.5700,             0 
07/12/2007,     0.4800,     0.4800,     0.4800,     0.4800,             0 
07/13/2007,     0.5000,     0.5000,     0.5000,     0.5000,             0 
07/16/2007,     0.5300,     0.5300,     0.5300,     0.5300,             0 
07/17/2007,     0.6100,     0.6100,     0.6100,     0.6100,             0 
07/18/2007,     0.7400,     0.7400,     0.7400,     0.7400,             0 
07/19/2007,     0.5400,     0.5400,     0.5400,     0.5400,             0 
07/20/2007,     0.6900,     0.6900,     0.6900,     0.6900,             0 
07/23/2007,     0.5400,     0.5400,     0.5400,     0.5400,             0 
07/24/2007,     0.7900,     0.7900,     0.7900,     0.7900,             0 
07/25/2007,     0.6400,     0.6400,     0.6400,     0.6400,             0 
07/26/2007,     0.8500,     0.8500,     0.8500,     0.8500,             0 
07/27/2007,     0.7700,     0.7700,     0.7700,     0.7700,             0 
07/30/2007,     0.7100,     0.7100,     0.7100,     0.7100,             0 
07/31/2007,     0.7200,     0.7200,     0.7200,     0.7200,             0 
08/01/2007,     0.8800,     0.8800,     0.8800,     0.8800,             0 
08/02/2007,     0.7800,     0.7800,     0.7800,     0.7800,             0 
08/03/2007,     0.7900,     0.7900,     0.7900,     0.7900,             0 
08/06/2007,     0.8400,     0.8400,     0.8400,     0.8400,             0 
08/07/2007,     0.6900,     0.6900,     0.6900,     0.6900,             0 
08/08/2007,     0.6100,     0.6100,     0.6100,     0.6100,             0 
08/09/2007,     0.6500,     0.6500,     0.6500,     0.6500,             0 
08/10/2007,     0.5800,     0.5800,     0.5800,     0.5800,             0 
08/13/2007,     0.6800,     0.6800,     0.6800,     0.6800,             0 
08/14/2007,     1.0800,     1.0800,     1.0800,     1.0800,             0 
08/15/2007,     1.0500,     1.0500,     1.0500,     1.0500,             0 
08/16/2007,     1.0200,     1.0200,     1.0200,     1.0200,             0 
08/17/2007,     0.7500,     0.7500,     0.7500,     0.7500,             0 
08/20/2007,     0.6200,     0.6200,     0.6200,     0.6200,             0 
08/21/2007,     0.6100,     0.6100,     0.6100,     0.6100,             0 
08/22/2007,     0.6200,     0.6200,     0.6200,     0.6200,             0 
08/23/2007,     0.7100,     0.7100,     0.7100,     0.7100,             0 
08/24/2007,     0.6800,     0.6800,     0.6800,     0.6800,             0 
08/27/2007,     0.6700,     0.6700,     0.6700,     0.6700,             0 
08/28/2007,     0.8700,     0.8700,     0.8700,     0.8700,             0 
08/29/2007,     0.6900,     0.6900,     0.6900,     0.6900,             0 
08/30/2007,     0.6500,     0.6500,     0.6500,     0.6500,             0 
08/31/2007,     0.6400,     0.6400,     0.6400,     0.6400,             0 
09/04/2007,     0.6100,     0.6100,     0.6100,     0.6100,             0 
09/05/2007,     0.7400,     0.7400,     0.7400,     0.7400,             0 
09/06/2007,     0.6200,     0.6200,     0.6200,     0.6200,             0 
09/07/2007,     0.7700,     0.7700,     0.7700,     0.7700,             0 
09/10/2007,     0.7900,     0.7900,     0.7900,     0.7900,             0 
09/11/2007,     0.8300,     0.8300,     0.8300,     0.8300,             0 
09/12/2007,     0.5800,     0.5800,     0.5800,     0.5800,             0 
09/13/2007,     0.6000,     0.6000,     0.6000,     0.6000,             0 
09/14/2007,     0.6400,     0.6400,     0.6400,     0.6400,             0 
09/17/2007,     0.6500,     0.6500,     0.6500,     0.6500,             0 
09/18/2007,     0.6900,     0.6900,     0.6900,     0.6900,             0 
09/19/2007,     0.5800,     0.5800,     0.5800,     0.5800,             0 
09/20/2007,     0.5600,     0.5600,     0.5600,     0.5600,             0 
09/21/2007,     0.5300,     0.5300,     0.5300,     0.5300,             0 
09/24/2007,     0.6100,     0.6100,     0.6100,     0.6100,             0 
09/25/2007,     0.7500,     0.7500,     0.7500,     0.7500,             0 
09/26/2007,     0.6000,     0.6000,     0.6000,     0.6000,             0 
09/27/2007,     0.5700,     0.5700,     0.5700,     0.5700,             0 
09/28/2007,     0.7800,     0.7800,     0.7800,     0.7800,             0 
10/01/2007,     0.5700,     0.5700,     0.5700,     0.5700,             0 
10/02/2007,     0.6600,     0.6600,     0.6600,     0.6600,             0 
10/03/2007,     0.5800,     0.5800,     0.5800,     0.5800,             0 
10/04/2007,     0.5000,     0.5000,     0.5000,     0.5000,             0 
10/05/2007,     0.5600,     0.5600,     0.5600,     0.5600,             0 
10/08/2007,     0.5300,     0.5300,     0.5300,     0.5300,             0 
10/09/2007,     0.6100,     0.6100,     0.6100,     0.6100,             0 
10/10/2007,     0.5600,     0.5600,     0.5600,     0.5600,             0 
10/11/2007,     0.6000,     0.6000,     0.6000,     0.6000,             0 
10/12/2007,     0.5700,     0.5700,     0.5700,     0.5700,             0 
10/15/2007,     0.5300,     0.5300,     0.5300,     0.5300,             0 
10/16/2007,     0.7500,     0.7500,     0.7500,     0.7500,             0 
10/17/2007,     0.6700,     0.6700,     0.6700,     0.6700,             0 
10/18/2007,     0.5500,     0.5500,     0.5500,     0.5500,             0 
10/19/2007,     0.7300,     0.7300,     0.7300,     0.7300,             0 
10/22/2007,     0.6600,     0.6600,     0.6600,     0.6600,             0 
10/23/2007,     0.6500,     0.6500,     0.6500,     0.6500,             0 
10/24/2007,     0.7200,     0.7200,     0.7200,     0.7200,             0 
10/25/2007,     0.7600,     0.7600,     0.7600,     0.7600,             0 
10/26/2007,     0.5300,     0.5300,     0.5300,     0.5300,             0 
10/29/2007,     0.5700,     0.5700,     0.5700,     0.5700,             0 
10/30/2007,     0.8200,     0.8200,     0.8200,     0.8200,             0 
10/31/2007,     0.4500,     0.4500,     0.4500,     0.4500,             0 
11/01/2007,     0.6800,     0.6800,     0.6800,     0.6800,             0 
11/02/2007,     0.7000,     0.7000,     0.7000,     0.7000,             0 
11/05/2007,     0.6700,     0.6700,     0.6700,     0.6700,             0 
11/06/2007,     0.7100,     0.7100,     0.7100,     0.7100,             0 
11/07/2007,     0.6800,     0.6800,     0.6800,     0.6800,             0 
11/08/2007,     0.8300,     0.8300,     0.8300,     0.8300,             0 
11/09/2007,     0.7100,     0.7100,     0.7100,     0.7100,             0 
11/12/2007,     0.5900,     0.5900,     0.5900,     0.5900,             0 
11/13/2007,     0.8500,     0.8500,     0.8500,     0.8500,             0 
11/14/2007,     0.6200,     0.6200,     0.6200,     0.6200,             0 
11/15/2007,     0.7900,     0.7900,     0.7900,     0.7900,             0 
11/16/2007,     0.9800,     0.9800,     0.9800,     0.9800,             0 
11/19/2007,     0.6600,     0.6600,     0.6600,     0.6600,             0 
11/20/2007,     0.7900,     0.7900,     0.7900,     0.7900,             0 
11/21/2007,     0.8200,     0.8200,     0.8200,     0.8200,             0 
11/23/2007,     0.5400,     0.5400,     0.5400,     0.5400,             0 
11/26/2007,     0.7000,     0.7000,     0.7000,     0.7000,             0 
11/27/2007,     0.5400,     0.5400,     0.5400,     0.5400,             0 
11/28/2007,     0.5600,     0.5600,     0.5600,     0.5600,             0 
11/29/2007,     0.5900,     0.5900,     0.5900,     0.5900,             0 
11/30/2007,     0.6800,     0.6800,     0.6800,     0.6800,             0 
12/03/2007,     0.6100,     0.6100,     0.6100,     0.6100,             0 
12/04/2007,     0.8600,     0.8600,     0.8600,     0.8600,             0 
12/05/2007,     0.6300,     0.6300,     0.6300,     0.6300,             0 
12/06/2007,     0.5500,     0.5500,     0.5500,     0.5500,             0 
12/07/2007,     0.6000,     0.6000,     0.6000,     0.6000,             0 
12/10/2007,     0.6700,     0.6700,     0.6700,     0.6700,             0 
12/11/2007,     0.7800,     0.7800,     0.7800,     0.7800,             0 
12/12/2007,     0.6800,     0.6800,     0.6800,     0.6800,             0 
12/13/2007,     0.7400,     0.7400,     0.7400,     0.7400,             0 
12/14/2007,     0.6200,     0.6200,     0.6200,     0.6200,             0 
12/17/2007,     0.6400,     0.6400,     0.6400,     0.6400,             0 
12/18/2007,     0.7500,     0.7500,     0.7500,     0.7500,             0 
12/19/2007,     0.6900,     0.6900,     0.6900,     0.6900,             0 
12/20/2007,     0.4200,     0.4200,     0.4200,     0.4200,             0 
12/21/2007,     0.6400,     0.6400,     0.6400,     0.6400,             0 
12/24/2007,     0.8900,     0.8900,     0.8900,     0.8900,             0 
12/26/2007,     0.6400,     0.6400,     0.6400,     0.6400,             0 
12/27/2007,     0.5900,     0.5900,     0.5900,     0.5900,             0 
12/28/2007,     0.5600,     0.5600,     0.5600,     0.5600,             0 
12/31/2007,     0.6700,     0.6700,     0.6700,     0.6700,             0 
01/02/2008,     0.7800,     0.7800,     0.7800,     0.7800,             0 
01/03/2008,     0.6000,     0.6000,     0.6000,     0.6000,             0 
01/04/2008,     0.6900,     0.6900,     0.6900,     0.6900,             0 
01/07/2008,     0.7800,     0.7800,     0.7800,     0.7800,             0 
01/08/2008,     0.9700,     0.9700,     0.9700,     0.9700,             0 
01/09/2008,     0.7500,     0.7500,     0.7500,     0.7500,             0 
01/10/2008,     0.7000,     0.7000,     0.7000,     0.7000,             0 
01/11/2008,     0.7100,     0.7100,     0.7100,     0.7100,             0 
01/14/2008,     0.7000,     0.7000,     0.7000,     0.7000,             0 
01/15/2008,     1.0500,     1.0500,     1.0500,     1.0500,             0 
01/16/2008,     0.8600,     0.8600,     0.8600,     0.8600,             0 
01/17/2008,     0.9900,     0.9900,     0.9900,     0.9900,             0 
01/18/2008,     0.9800,     0.9800,     0.9800,     0.9800,             0 
01/22/2008,     0.7200,     0.7200,     0.7200,     0.7200,             0 
01/23/2008,     0.7500,     0.7500,     0.7500,     0.7500,             0 
01/24/2008,     0.5800,     0.5800,     0.5800,     0.5800,             0 
01/25/2008,     0.6700,     0.6700,     0.6700,     0.6700,             0 
01/28/2008,     0.6500,     0.6500,     0.6500,     0.6500,             0 
01/29/2008,     0.6500,     0.6500,     0.6500,     0.6500,             0 
01/30/2008,     0.6300,     0.6300,     0.6300,     0.6300,             0 
01/31/2008,     0.7000,     0.7000,     0.7000,     0.7000,             0 
02/01/2008,     0.5600,     0.5600,     0.5600,     0.5600,             0 
02/04/2008,     0.6800,     0.6800,     0.6800,     0.6800,             0 
02/05/2008,     0.9400,     0.9400,     0.9400,     0.9400,             0 
02/06/2008,     0.8000,     0.8000,     0.8000,     0.8000,             0 
02/07/2008,     0.8900,     0.8900,     0.8900,     0.8900,             0 
02/08/2008,     0.7900,     0.7900,     0.7900,     0.7900,             0 
02/11/2008,     0.6800,     0.6800,     0.6800,     0.6800,             0 
02/12/2008,     0.7800,     0.7800,     0.7800,     0.7800,             0 
02/13/2008,     0.7600,     0.7600,     0.7600,     0.7600,             0 
02/14/2008,     0.7400,     0.7400,     0.7400,     0.7400,             0 
02/15/2008,     0.7800,     0.7800,     0.7800,     0.7800,             0 
02/19/2008,     0.6700,     0.6700,     0.6700,     0.6700,             0 
02/20/2008,     0.7000,     0.7000,     0.7000,     0.7000,             0 
02/21/2008,     0.7000,     0.7000,     0.7000,     0.7000,             0 
02/22/2008,     0.8400,     0.8400,     0.8400,     0.8400,             0 
02/25/2008,     0.6600,     0.6600,     0.6600,     0.6600,             0 
02/26/2008,     0.8000,     0.8000,     0.8000,     0.8000,             0 
02/27/2008,     0.7400,     0.7400,     0.7400,     0.7400,             0 
02/28/2008,     0.9700,     0.9700,     0.9700,     0.9700,             0 
02/29/2008,     0.8400,     0.8400,     0.8400,     0.8400,             0 
03/03/2008,     0.7900,     0.7900,     0.7900,     0.7900,             0 
03/04/2008,     0.9600,     0.9600,     0.9600,     0.9600,             0 
03/05/2008,     0.6800,     0.6800,     0.6800,     0.6800,             0 
03/06/2008,     1.1200,     1.1200,     1.1200,     1.1200,             0 
03/07/2008,     0.9200,     0.9200,     0.9200,     0.9200,             0 
03/10/2008,     0.9900,     0.9900,     0.9900,     0.9900,             0 
03/11/2008,     0.8900,     0.8900,     0.8900,     0.8900,             0 
03/12/2008,     0.8400,     0.8400,     0.8400,     0.8400,             0 
03/13/2008,     0.8200,     0.8200,     0.8200,     0.8200,             0 
03/14/2008,     1.1600,     1.1600,     1.1600,     1.1600,             0 
03/17/2008,     1.3500,     1.3500,     1.3500,     1.3500,             0 
03/18/2008,     0.7900,     0.7900,     0.7900,     0.7900,             0 
03/19/2008,     0.9000,     0.9000,     0.9000,     0.9000,             0 
03/20/2008,     0.8000,     0.8000,     0.8000,     0.8000,             0 
03/24/2008,     0.6300,     0.6300,     0.6300,     0.6300,             0 
03/25/2008,     0.7600,     0.7600,     0.7600,     0.7600,             0 
03/26/2008,     0.7800,     0.7800,     0.7800,     0.7800,             0 
03/27/2008,     0.8400,     0.8400,     0.8400,     0.8400,             0 
03/28/2008,     0.8600,     0.8600,     0.8600,     0.8600,             0 
03/31/2008,     0.8500,     0.8500,     0.8500,     0.8500,             0 
04/01/2008,     0.8600,     0.8600,     0.8600,     0.8600,             0 
04/02/2008,     0.7800,     0.7800,     0.7800,     0.7800,             0 
04/03/2008,     0.8300,     0.8300,     0.8300,     0.8300,             0 
04/04/2008,     0.8200,     0.8200,     0.8200,     0.8200,             0 
04/07/2008,     0.7400,     0.7400,     0.7400,     0.7400,             0 
04/08/2008,     0.9000,     0.9000,     0.9000,     0.9000,             0 
04/09/2008,     0.8900,     0.8900,     0.8900,     0.8900,             0 
04/10/2008,     0.7900,     0.7900,     0.7900,     0.7900,             0 
04/11/2008,     0.8900,     0.8900,     0.8900,     0.8900,             0 
04/14/2008,     0.8500,     0.8500,     0.8500,     0.8500,             0 
04/15/2008,     0.9400,     0.9400,     0.9400,     0.9400,             0 
04/16/2008,     0.7200,     0.7200,     0.7200,     0.7200,             0 
04/17/2008,     0.7600,     0.7600,     0.7600,     0.7600,             0 
04/18/2008,     0.5900,     0.5900,     0.5900,     0.5900,             0 
04/21/2008,     0.6000,     0.6000,     0.6000,     0.6000,             0 
04/22/2008,     0.6600,     0.6600,     0.6600,     0.6600,             0 
04/23/2008,     0.7000,     0.7000,     0.7000,     0.7000,             0 
04/24/2008,     0.6700,     0.6700,     0.6700,     0.6700,             0 
04/25/2008,     0.7300,     0.7300,     0.7300,     0.7300,             0 
04/28/2008,     0.6600,     0.6600,     0.6600,     0.6600,             0 
04/29/2008,     0.8300,     0.8300,     0.8300,     0.8300,             0 
04/30/2008,     0.6700,     0.6700,     0.6700,     0.6700,             0 
05/01/2008,     0.5800,     0.5800,     0.5800,     0.5800,             0 
05/02/2008,     0.6300,     0.6300,     0.6300,     0.6300,             0 
05/05/2008,     0.6700,     0.6700,     0.6700,     0.6700,             0 
05/06/2008,     0.5700,     0.5700,     0.5700,     0.5700,             0 
05/07/2008,     0.6700,     0.6700,     0.6700,     0.6700,             0 
05/08/2008,     0.6000,     0.6000,     0.6000,     0.6000,             0 
05/09/2008,     0.7000,     0.7000,     0.7000,     0.7000,             0 
05/12/2008,     0.6600,     0.6600,     0.6600,     0.6600,             0 
05/13/2008,     0.6000,     0.6000,     0.6000,     0.6000,             0 
05/14/2008,     0.6200,     0.6200,     0.6200,     0.6200,             0 
05/15/2008,     0.5900,     0.5900,     0.5900,     0.5900,             0 
05/16/2008,     0.5900,     0.5900,     0.5900,     0.5900,             0 
05/19/2008,     0.5600,     0.5600,     0.5600,     0.5600,             0 
05/20/2008,     0.7000,     0.7000,     0.7000,     0.7000,             0 
05/21/2008,     0.7900,     0.7900,     0.7900,     0.7900,             0 
05/22/2008,     0.6300,     0.6300,     0.6300,     0.6300,             0 
05/23/2008,     0.7100,     0.7100,     0.7100,     0.7100,             0 
05/27/2008,     0.6600,     0.6600,     0.6600,     0.6600,             0 
05/28/2008,     0.6200,     0.6200,     0.6200,     0.6200,             0 
05/29/2008,     0.6700,     0.6700,     0.6700,     0.6700,             0 
05/30/2008,     0.5900,     0.5900,     0.5900,     0.5900,             0 
06/02/2008,     0.7600,     0.7600,     0.7600,     0.7600,             0 
06/03/2008,     0.8000,     0.8000,     0.8000,     0.8000,             0 
06/04/2008,     0.7600,     0.7600,     0.7600,     0.7600,             0 
06/05/2008,     0.6400,     0.6400,     0.6400,     0.6400,             0 
06/06/2008,     0.7600,     0.7600,     0.7600,     0.7600,             0 
06/09/2008,     0.7800,     0.7800,     0.7800,     0.7800,             0 
06/10/2008,     0.8100,     0.8100,     0.8100,     0.8100,             0 
06/11/2008,     0.8400,     0.8400,     0.8400,     0.8400,             0 
06/12/2008,     0.7800,     0.7800,     0.7800,     0.7800,             0 
06/13/2008,     0.7600,     0.7600,     0.7600,     0.7600,             0 
06/16/2008,     0.8100,     0.8100,     0.8100,     0.8100,             0 
06/17/2008,     0.7500,     0.7500,     0.7500,     0.7500,             0 
06/18/2008,     0.8600,     0.8600,     0.8600,     0.8600,             0 
06/19/2008,     0.7600,     0.7600,     0.7600,     0.7600,             0 
06/20/2008,     0.9100,     0.9100,     0.9100,     0.9100,             0 
06/23/2008,     0.6600,     0.6600,     0.6600,     0.6600,             0 
06/24/2008,     0.7000,     0.7000,     0.7000,     0.7000,             0 
06/25/2008,     0.7100,     0.7100,     0.7100,     0.7100,             0 
06/26/2008,     0.7700,     0.7700,     0.7700,     0.7700,             0 
06/27/2008,     0.8100,     0.8100,     0.8100,     0.8100,             0 
06/30/2008,     0.7700,     0.7700,     0.7700,     0.7700,             0 
07/01/2008,     0.7900,     0.7900,     0.7900,     0.7900,             0 
07/02/2008,     0.7100,     0.7100,     0.7100,     0.7100,             0 
07/03/2008,     0.8500,     0.8500,     0.8500,     0.8500,             0 
07/07/2008,     0.8900,     0.8900,     0.8900,     0.8900,             0 
07/08/2008,     0.7300,     0.7300,     0.7300,     0.7300,             0 
07/09/2008,     0.8300,     0.8300,     0.8300,     0.8300,             0 
07/10/2008,     0.9300,     0.9300,     0.9300,     0.9300,             0 
07/11/2008,     0.8700,     0.8700,     0.8700,     0.8700,             0 
07/14/2008,     0.8600,     0.8600,     0.8600,     0.8600,             0 
07/15/2008,     0.8900,     0.8900,     0.8900,     0.8900,             0 
07/16/2008,     0.7700,     0.7700,     0.7700,     0.7700,             0 
07/17/2008,     0.7500,     0.7500,     0.7500,     0.7500,             0 
07/18/2008,     0.7100,     0.7100,     0.7100,     0.7100,             0 
07/21/2008,     0.7000,     0.7000,     0.7000,     0.7000,             0 
07/22/2008,     0.7700,     0.7700,     0.7700,     0.7700,             0 
